Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
98,39.22196547237206,16.68606731909535,American,13.652352101786809,0,69,494.2657908365194
58,37.74870429613354,12.585976120214724,American,22.747584159620946,0,40,273.3665072232529
68,16.669230399735326,3.977125555505918,Italian,14.187038821421334,1,66,345.2649163026754
51,45.14516461493753,1.292333596881723,Italian,15.1438594384221,0,96,255.77519100040675
69,29.816945056158627,0.8526641857406547,Italian,32.95402391900107,1,0,203.959352175436
89,39.65843644556182,7.428171353002815,Japanese,12.436077323979733,0,50,442.8549584894769
24,32.92603397029555,5.31702273308627,Japanese,11.23723525574264,1,4,178.30334933227698
71,49.90770463695373,12.92180246925016,American,38.57656405881991,0,12,485.2402705928059
71,40.0961248015529,9.986676699572364,Japanese,24.46588379364178,0,18,262.1708566625489
56,38.279218449738366,5.320385560107614,Mexican,15.015013969354932,1,11,343.6727362468488
71,41.14287756203005,2.9847555590035224,American,20.144510834388328,1,47,309.35909561664124
60,15.725119421938786,2.543995253748992,Japanese,35.683460294095966,1,24,268.8777339159621
64,18.18178372677853,17.293207842808354,Italian,21.02146268563405,1,56,249.75718102091756
73,38.56256328894457,4.869559368097345,Mexican,29.78084500481632,1,34,304.38461291435146
12,29.759259485234505,13.034212958219369,Italian,14.867812269066892,0,75,116.79045260804511
60,40.18541167440466,16.213718559725326,American,33.52374550421788,1,93,305.965599174819
16,14.1166412297658,12.281626223694722,Italian,22.643107353730564,0,4,138.20320578294658
30,31.459254059383788,17.191304632938916,Japanese,35.07873738114866,0,97,277.28291959528497
82,25.15286262227663,7.84787443056949,Japanese,42.33579529216092,0,21,415.4999786552699
48,28.28000877126713,19.124443812978967,American,34.4658567755997,0,76,324.8181694481016
27,34.1583148829005,2.6629000835619387,Italian,21.829902503800827,0,56,218.40982645553729
13,30.091533898501204,2.042990593150762,American,20.22974806193201,1,46,142.27400386801267
98,31.59442548451347,13.173842924148872,Italian,23.09683834933792,1,53,362.5184821950058
69,29.454299279824312,18.856622828265238,Mexican,16.584820529460195,0,2,433.9088068641241
23,26.358207083419728,16.17766923272656,Japanese,17.246874034000804,0,52,220.8440633736949
18,40.8752792239298,1.5283371887610286,American,41.62764407600672,1,83,155.95209505440224
99,10.48812289272178,5.587354278694328,Mexican,25.3893030602978,1,30,433.17728782095
62,33.93770804820908,18.606377696756475,Mexican,27.439807222823436,0,68,345.17180441196024
11,32.62033389291895,5.061168656015691,American,33.761978622672444,1,87,-28.977808785917876
93,38.64716298931809,15.623408475738383,American,33.58613980606191,1,32,387.0318043611717
69,33.961174591093055,16.502643918574076,Mexican,12.695074860877028,1,71,424.50348022930746
80,43.07195311236313,9.909042069219636,Italian,43.261631453506624,0,87,385.93864537720646
53,48.36299178256111,7.72697819696631,Mexican,17.093062128957577,1,49,291.8133288395438
17,23.700970287141736,9.002488648395193,American,38.92286544198676,0,83,136.68559397072073
56,19.09403932119948,4.539293887307283,Mexican,40.90683952512666,0,15,239.02774386530567
44,26.94387449681932,17.787818322576886,Italian,38.59598136365255,0,75,328.27559632639725
87,21.517184659029045,9.012393134595158,Japanese,33.15910586216581,0,76,313.5640785512917
90,34.59801052610618,17.649188809121995,Japanese,10.584359884355315,0,38,459.3053087019797
45,46.474096353718586,2.113869598125482,Mexican,24.415019694526823,1,88,312.9120107397732
59,15.564647765722476,19.765505420002626,Italian,34.19357717450325,0,45,325.1018810547656
13,14.03178412063546,8.865461748872365,Japanese,25.498051836901546,0,95,76.65350206166231
11,20.240621274146488,0.9566164078821092,Mexican,44.53919579651252,0,87,163.80732931127793
15,39.043823442496034,0.7604369647490983,Mexican,22.35209101398461,1,46,113.21078859943978
63,33.71851621035286,14.924145149636772,Italian,21.74139169834642,1,43,242.10514526117112
13,14.088506569007984,13.180710684073617,American,20.63990772370632,1,8,112.00153023191451
63,46.75002089042986,16.04261116255175,Mexican,23.31123475843182,1,86,326.2939592138757
72,41.60338548496347,2.107350679056119,American,32.29619857256749,1,49,330.2542096164665
27,10.9209041915055,0.711417340710967,American,38.28061177090363,1,76,178.5729589841844
99,36.05468843952984,10.17158578895157,Japanese,36.50271670955141,1,59,363.2381374609206
53,40.84986674078952,7.751904629655391,American,42.30871279925918,0,95,326.9734098688252
43,24.97741478881688,9.238938733419117,Italian,45.436559819897,0,14,233.32476894372397
83,12.756861574688752,19.83176817740548,Japanese,42.64316169373405,1,35,367.6532908923892
71,13.09284261955149,19.414999153413405,Japanese,10.757816134974185,0,62,262.5682778428965
23,14.16987864207238,18.846307793463858,Japanese,39.43671814207955,0,68,140.84625410048403
57,43.61758527921692,15.676853535353477,Mexican,18.335982944733264,1,85,308.7083789745588
24,46.42744793022853,7.096827205137808,Mexican,15.317121708319306,0,79,250.17651834671145
81,14.912431273829352,8.242618605255432,American,35.53955139196542,0,40,308.4835922258233
87,19.43624138380325,10.992320874378487,Japanese,22.7897278163078,1,73,251.20934481009704
96,16.62082041469159,16.610689128096798,Japanese,12.28468653481773,0,23,563.3813323600473
71,17.452835179764826,1.3742566503653553,Italian,15.505189375934451,1,81,221.38992686965557
49,43.49963156009969,8.485937717697762,American,10.037176674798442,1,48,354.05116946058604
94,23.28585650619756,1.6523532691853735,Italian,46.12894509378829,0,17,327.1516583511172
89,22.457770561825647,10.293151731470232,American,10.984719353649544,0,6,334.9565374455772
91,19.095824835084507,17.978016480124708,American,18.37823078038044,0,3,391.80350089260094
62,34.315775751770346,15.64969849127876,Mexican,26.650511227516294,1,89,380.1445806985004
33,25.172227935421954,4.556848350862199,Mexican,24.26285303803276,1,68,41.59068666457466
35,39.76998607373155,19.519816991975848,Italian,46.46903507651103,1,59,199.9911441530124
98,18.2231923350255,13.347007960928568,American,11.611557829381685,0,54,432.7392218358725
69,41.51159554857969,0.2085539879480613,Japanese,30.48858830708206,0,15,279.7553193574043
50,34.14886126920556,5.10826969370439,Mexican,37.21917850097496,1,98,325.88726488947987
38,14.57069200222751,5.21426599839833,Japanese,47.26791894724676,0,89,98.06199095972109
24,26.580183368145107,1.3850861257171987,Italian,34.814850084948844,0,81,128.44033631082158
54,44.54072562451828,19.19653036151858,Mexican,42.150209440470505,1,28,371.94379248765546
74,46.9184092719394,9.565105891518474,Mexican,13.348997513813936,1,22,307.7723269337906
98,28.62800489275253,17.91629194743764,American,25.43758043747709,0,13,365.4749115635007
80,29.233479123562944,6.444310068892567,Italian,24.957885379162697,1,78,419.89243699028447
18,46.738188997572045,2.5046714086565425,American,45.4515286582287,0,48,135.0952899159563
97,33.48272896546269,9.486722198124278,Mexican,16.054846850530996,1,32,412.5826516660527
10,11.313866809737531,2.2791326942863432,Italian,16.075446893465212,1,24,-27.61027600806937
17,46.50997851516515,9.720310059550798,Mexican,23.14232599543194,1,20,131.23504161848345
97,19.929057710286077,18.405943624388154,Italian,12.178641894673504,0,16,449.0210765048725
72,33.10527816366189,10.415362836684254,Mexican,17.2983216260996,0,22,401.9888859221289
20,16.620532697118954,12.329994537901667,Japanese,48.608385541829406,1,56,98.58966671968764
90,11.3551664098638,3.132768739476166,Japanese,27.127357594686917,1,80,204.7213792899367
17,22.45892684531029,0.8747125175993897,American,35.28076833689745,1,57,-25.45342991180117
44,41.21982830184351,2.216159243596141,Japanese,39.04445037378548,0,13,196.3214948631085
44,21.103486905176723,11.970631513687312,Mexican,24.678456280288017,1,92,251.84569805542708
42,18.80388856324388,1.9002339798460928,Mexican,15.889082976420678,1,19,194.472399372092
14,18.50723137364905,7.519857798826228,Japanese,18.263240648871232,1,29,83.55896435403635
50,30.606947296272505,11.00183880916312,American,22.53065906322441,1,18,365.8905362700136
37,49.02165262731025,7.773055972596941,Japanese,35.44273681408903,0,52,241.24381544272228
16,28.35955952068052,3.2736760293060296,Italian,25.931221963562177,0,55,154.87213726605052
82,32.29221475560192,5.47582615028213,Italian,10.272587916005126,1,76,229.26251142238368
81,44.42528071562936,18.56635065697154,Italian,30.936287402698877,0,81,376.7581594817132
21,31.402788757346343,13.519645511727107,Japanese,46.86053567629671,0,22,130.03478654940906
43,17.378514856754244,9.92095677359773,Japanese,42.48310444034716,0,61,221.9570693639979
42,21.98383647065908,0.2542977997378703,Japanese,43.00845485038524,1,32,200.6812300902257
57,22.397477050744435,19.8483080097894,Italian,41.80232070424525,0,17,306.3302440323522
32,25.89272461830392,13.429098697892863,American,22.949233024416948,0,72,130.2773549945286
71,27.07155621346997,6.338449546898898,Mexican,40.60775335017568,0,32,289.8920295583355
97,41.99128088297078,17.585373199956763,Japanese,15.72645431244772,1,31,448.38150125289405
46,23.97547996197332,5.168632405836362,American,36.30864589103814,1,60,156.9067704869909
53,28.729273137655174,10.880331583655032,Mexican,35.662742667399776,0,53,389.0985155894071
95,34.99903948204209,12.721415274596502,Mexican,11.022791963589388,0,16,476.45611068929713
44,25.10903789760677,4.421267429074569,Mexican,41.51880534363727,1,18,160.3854626441772
74,43.46259253169332,19.56794557601192,American,46.12992420380522,1,90,490.2307265806197
56,33.49814416936297,14.96383811957995,American,20.696611138884307,0,69,288.7082460773276
87,21.76178716883886,11.156264510221398,Italian,42.49562896744604,0,98,278.6971706314964
12,38.56236799159313,3.6118919635060176,American,13.296238874477927,1,33,58.90983174357524
10,31.105909205791438,1.0771641399605223,American,33.99871433044264,1,83,76.56291267264514
14,31.37823565028988,6.401196650419669,American,29.42587461337109,0,24,157.50132663231727
99,29.24351793550344,15.063746718268057,Mexican,31.83694133236,1,67,461.1858324595397
23,29.88047795284996,5.386625966040501,Japanese,47.0482080753738,0,73,266.47999194296114
36,40.61425124264963,10.791124409910102,Italian,44.85260988987414,0,73,101.7397793566238
18,14.11925917325262,14.558943534614864,Japanese,41.40334628959028,0,87,209.8282253276592
88,23.37451245241929,2.158874292929287,Japanese,20.94793830713484,1,84,333.82179836985694
24,13.020134552155568,13.705960322317468,American,46.47274514744367,0,10,181.73075709663223
99,40.12984882989804,1.837417754200894,Italian,13.900307698555013,0,90,341.0259732965722
51,20.89207418881198,19.30259484253993,Japanese,44.13316866235151,1,15,271.4703792176433
86,45.89721639275537,9.767882601298792,Japanese,23.126402894144316,1,89,489.94986460401054
60,31.06313866637175,3.013522154197548,Italian,12.150892466479334,0,60,282.1886139960266
72,42.02999085944485,6.84767272067093,American,36.77427936962993,0,93,357.4846908113589
61,49.157257424638445,8.268328985905228,Japanese,19.251197132638215,1,79,371.7087957817881
13,43.59155437826282,15.163700221530746,Mexican,19.74284503458528,1,6,115.08986351578496
32,44.67975040046094,14.868475721532183,Japanese,22.24188664915086,1,15,151.86473176692758
24,26.319379814593788,12.23881010674662,Mexican,12.547390700100667,0,98,63.007790630189504
52,32.06890381037359,2.118614251169859,American,17.08508576793016,0,15,203.37598814086965
38,20.15554256173217,3.031387431753472,Japanese,10.205585103422411,0,39,224.6209834877942
45,17.844523987738114,1.8751384129111328,Italian,27.81638084423147,1,11,174.602805550598
22,30.220315164241352,11.543455665751,Italian,13.370215096718852,0,34,160.47992979762373
41,33.80195918801682,17.54276883022808,Japanese,37.30610420176796,1,20,252.6859901018937
80,23.57084983584764,8.676010245095435,American,19.424914047665936,0,49,355.542914915347
68,32.777740710540016,3.216963479154924,American,47.742965761407085,1,42,245.17022504457856
95,45.49841930054012,11.16084650297934,Italian,44.85006509594611,0,99,472.4465972433804
37,32.26886339133465,16.235044337314196,Japanese,21.57763579872833,0,16,152.3316353913624
75,38.832523852420266,14.8342412302586,American,41.32861818626715,1,31,461.4226660765781
51,42.212598694316206,17.629015593500426,Italian,42.12979618659225,1,40,280.4429943906745
54,49.549151278217714,5.558041944977356,Mexican,49.46252456457642,0,5,264.63207904410905
71,34.12789608707918,3.879077345355497,Japanese,33.9135994738274,1,87,299.63450755508694
66,42.27400595850344,17.596329718838774,Mexican,13.278629385746488,1,26,384.9893460597854
15,48.50597274219498,13.151206255560462,Mexican,35.87348915705524,0,19,208.89227627508015
37,47.776389023090935,6.218578600151083,American,34.99918993504141,1,24,247.31375436047605
37,15.643273951108544,14.846961011450183,American,35.53402309681727,0,65,114.5216964337475
53,26.25569233094088,16.302367689607358,American,22.28582592416846,0,8,366.700779257392
93,22.959602444271987,12.299564806822648,Japanese,44.387183403213314,1,91,374.6946211016602
39,13.477000598013973,13.757682197598305,Mexican,48.37888731821648,1,52,282.12830249633066
71,35.329630996438425,7.5051980888533265,Japanese,18.708500519126066,0,60,284.21444757681473
84,39.43618452784009,10.773913346860782,American,13.526086325465778,0,37,347.21427814181857
98,43.92512381867534,10.483183414523245,Mexican,17.781401326739363,0,2,383.5234314551212
71,14.91107558650834,16.96095582261544,Japanese,42.82208557022875,0,83,399.7027714156685
10,45.05776303501175,16.79927960564365,Japanese,37.0657853927939,0,69,157.5936079745852
36,35.71702254457013,16.653609386940865,Italian,35.44189369356506,0,96,281.13994170337656
71,38.15784540554038,0.2206322852493158,Japanese,26.07172540437698,1,54,243.0342553069918
86,46.42496014161216,14.990909689377766,American,33.11311886045743,1,0,340.6267177870352
12,34.990450841730045,15.173527802220097,Japanese,22.314965010974696,1,69,162.6838913691738
79,23.434634285993404,13.567576457102836,Mexican,29.08800317671845,0,44,279.2886934046997
81,43.0042932569064,15.125293157829052,Japanese,41.72252113482624,1,97,385.0488272603391
36,24.52236848780362,16.839407429934173,Italian,49.249663898218486,0,46,238.00658973838492
18,11.369124432821163,9.406381082035711,Mexican,47.29955694359207,0,78,113.6556176578066
71,43.22618026260999,10.041004269768942,Mexican,47.354637713849954,1,25,359.898748952465
46,23.807685795251025,2.4942811382278096,Italian,26.08894939388449,0,13,227.9490839901844
60,40.95338092805361,7.707517660947236,American,28.75159522027164,0,53,231.63454420557352
53,24.51031578663782,12.867303598235686,Mexican,38.22541585475926,0,70,344.37669807053254
33,44.44272079898887,15.60799552294549,American,46.88767712205137,0,45,258.3128435793399
88,18.78042100323835,4.344181953824212,Mexican,15.679770374083386,0,30,292.4033827266311
68,48.9818906079548,2.756457983184708,Mexican,22.16967455308783,0,87,217.350451390564
41,41.19035099152123,13.260840090009845,American,15.56987378376438,1,58,269.64421795071496
97,14.569517036815874,0.0375976704982128,Mexican,34.48034119837821,0,94,300.35999034386543
61,32.63106479866242,3.5674516861465966,American,22.252039875501502,0,28,275.4038573637021
71,49.414692489669385,0.5814276068790747,Italian,23.044314100502937,0,95,270.513360748075
67,28.84261810775257,3.3377023570974185,American,12.836638379519169,0,16,366.2391636185893
61,17.28428555286333,3.626385598510105,Italian,23.99184247230368,1,13,205.34926612674084
21,29.39113468601385,7.753471895007884,Mexican,44.49986029606342,1,35,226.39174442823375
48,30.498306235276864,8.046542493731119,American,19.3229124756334,0,57,362.2557786543997
11,39.66747776914662,17.485249412204755,Mexican,37.80749864840263,0,23,163.50193427910392
12,37.95383412643618,10.202194249976504,American,35.185133797543706,0,62,140.26838359424593
65,26.10200174387922,14.468095312245726,Italian,44.53938433476461,1,90,258.33872777297995
90,18.72092429976346,2.082747158405749,Italian,15.29151790604153,1,24,284.7478321111949
68,35.80216671077318,4.508775109273877,American,49.10359841380173,1,58,261.2324669349032
11,26.868157382131272,14.058868819573537,Italian,33.305145841614625,1,31,136.87810960978817
11,15.291048445013216,1.0560792093705618,Mexican,49.818966093872575,0,81,138.26964515466435
63,46.02289204945543,9.73195324487506,Mexican,46.46058903463403,1,17,363.4186198379388
96,37.648874304386176,11.987379313258677,Japanese,18.86069088452423,1,36,384.77062418316336
10,37.32735425781925,12.04291288104962,Italian,12.246480396132524,0,25,236.44968114716332
28,42.90335503646696,0.4586562253608406,Mexican,20.225563751814462,0,8,164.63753480377312
11,31.18646714620324,6.44216008458371,American,31.102545959976798,1,98,57.31941976618465
62,42.60217713609829,12.72981302098308,Italian,16.8638546826076,1,63,325.5445588072106
53,29.92363014044023,2.979994722984869,Mexican,16.69838978071954,1,71,233.795812665712
99,12.687015996628404,13.908312966561065,Italian,28.503741884206125,1,19,436.78065640336433
41,26.209923521107548,14.91850417627349,American,11.330718846774335,0,53,215.0685302679431
79,29.898595759195626,19.639383808922904,Mexican,14.87552330129082,0,85,432.026703468786
41,38.80810326529184,4.196839897128188,Japanese,26.634453576317902,1,82,278.8993453321805
77,14.263149205146972,16.502613353322303,Japanese,12.525196368318658,1,29,308.96826970143417
64,15.60074154641796,10.405931538373082,Italian,25.870202258221173,1,52,254.1584923292848
84,20.547352105384658,7.469251922883469,American,28.960250637937804,1,91,267.63046979113506
65,20.659935734835287,2.447535146503559,Mexican,28.050664562924577,1,98,199.98073094017747
26,39.28738313836249,14.710112129750753,American,44.76699429612349,0,62,224.9284041997824
47,20.02922642246391,4.717151982873742,Mexican,31.202498202069297,0,10,258.71532642062107
33,35.32392253429791,7.428440037460914,Italian,28.71921849912173,0,30,269.2385389605614
78,29.770954005530857,1.2508445379473687,Mexican,26.42836981566665,1,48,290.83497064273547
79,32.931775127176024,16.02733831639038,American,42.70493513217944,1,99,262.7776379554041
95,43.52427852713184,15.331770479432867,American,45.80226415999333,0,93,409.3034161140818
20,26.175260061960973,14.67231660084625,Italian,44.12969876788471,0,86,193.0134802572453
25,40.83645508257082,5.988870209837733,American,36.94186312525564,1,18,180.66104704212148
82,26.88144238202749,3.469601485319145,Mexican,15.49446983874697,0,11,285.4671803189661
68,24.15485506244998,12.751065289404597,Italian,21.07479877968049,1,14,328.65513309755346
79,48.34508709252882,9.92332768226439,Mexican,11.842522547279096,1,30,443.9866368408522
89,17.37483682715853,3.565049338092832,American,47.23296299960457,0,42,301.15957411671485
12,13.613478423104317,13.718225420997276,Italian,36.43194118763641,0,36,96.37982086458084
29,40.83943702141914,19.822528636426075,Mexican,39.85451537252966,0,78,252.9834073759929
68,12.729988214163663,14.944391754840751,American,22.46286958328916,1,28,315.83373534885214
45,43.48315962812117,14.799727733712237,American,43.826140891093694,1,25,397.6446395388359
28,27.487735854289745,19.006255058611835,Japanese,20.38413134833914,0,1,237.5759043527661
99,46.62054709167656,4.058727351498044,American,10.065750284497987,1,83,404.5022097358506
76,38.86131444487623,11.310999298428808,Mexican,25.05659850082776,1,14,350.3093698038552
28,34.416186680318305,19.59293430067767,Italian,32.830459238362934,1,3,304.4761429901761
29,47.97227188231063,3.305882219403491,Japanese,29.148194318620902,0,85,300.8587017334796
80,25.86597492208217,14.00503918889042,American,44.48304570306388,1,49,356.1079961242076
61,48.16347746158532,11.71620291943804,American,14.216211438246678,0,37,343.36286362245363
42,15.400051096848276,11.72958184377414,American,32.152937625349026,0,22,228.64714009882132
49,29.35019767729651,13.953412550401502,Mexican,30.519173992836297,1,58,166.48593807050452
48,20.7964488956878,18.592338457513684,Japanese,21.25571928688652,0,89,277.1865625114059
91,31.593711156327736,15.65163879702676,Mexican,42.88912450308042,1,74,424.04176038968296
10,16.480555115663385,1.1227220683242,Japanese,40.11394623528825,0,27,46.67513578206662
20,43.66118641240173,17.054560397514223,Italian,39.31436749327324,0,65,202.2323644923451
66,43.85631397258229,4.510826598514653,Mexican,45.04769913078224,1,7,268.00380124080186
98,48.20945250893916,7.538283294727439,Mexican,38.91138402486085,0,28,458.72836294212016
59,16.18688563532945,9.234656272247644,Italian,19.273651668589057,0,10,310.20550171442574
32,34.93330203619963,9.618120015061391,Japanese,38.22250846598765,0,17,219.0541329122692
40,28.969492348014786,8.703607985107135,American,22.308112535593757,1,54,388.9162198377836
51,23.77534928176933,18.747065884317287,Italian,19.68698601389882,1,49,291.3070946032153
16,24.061606445368756,14.120380153280491,American,12.920143715985091,0,13,116.0112279845307
25,26.51174202427009,12.623412919134129,American,39.76114321390707,0,73,149.1359037046276
99,38.19702198755813,0.9968405556588312,Italian,38.440038477992445,0,98,356.1414008930872
69,33.931442330726185,18.07826660520749,Japanese,19.37997910696375,1,8,308.5063721900007
11,28.387260510445245,18.187803840167923,American,39.97516066896624,1,98,241.8505907941659
10,13.037336414784884,15.604261268602048,Italian,46.713635323742125,0,10,142.67447688474232
57,13.110613763158284,0.1405840762723831,Mexican,14.321158299663171,1,62,221.8492867970872
21,10.09357562503113,1.1456050215524671,Mexican,19.305465535471,1,75,158.55987801545837
78,48.707975528283455,4.504474045369795,Mexican,40.01043176349262,1,66,307.9686104473916
46,10.210152742335396,2.626988162898134,Italian,20.98026694028313,1,52,120.22694975970931
41,14.123749840549795,7.976720594074589,Mexican,34.98655897134867,0,38,276.87195886512626
18,22.58386227237644,18.452461161755792,American,13.24656897854858,1,77,89.2171390944111
28,42.297210072670445,9.441208683939966,Mexican,28.08809916414155,1,55,153.3087716165818
57,48.48395143056471,0.2680525286433122,Mexican,39.56365687971813,0,27,283.6463855157544
89,41.60054235167424,5.65491379157524,American,37.4605577217301,0,74,424.29449916004927
12,37.62240929782563,0.8918981674592308,Mexican,42.60288402703228,1,38,73.04853700216181
29,30.852026696542776,0.7257524522700431,American,45.09808506412676,1,24,193.8420027559532
33,13.468208474487344,5.514397061911045,Mexican,40.92734005035033,0,20,181.3720250731189
63,48.326831720157216,5.512246773578909,American,36.86350971755704,0,9,295.9440033670058
42,40.33569655782726,15.74253205203208,Mexican,11.268899672641249,0,42,306.27991417260864
33,35.55797541337047,19.49669305562224,American,31.39866693637776,1,14,206.86336482697288
84,40.361433821554,7.424141877799966,Italian,11.50790899659411,1,82,413.004618999386
81,38.96413317092554,8.577737577220772,American,42.322712684640905,0,47,434.1430937965747
45,35.489263191579475,16.89578872572043,Mexican,22.828980978398302,1,85,213.3767241079442
47,49.22307200719953,5.362780401910268,Mexican,32.497174964716834,0,20,186.86822128515664
93,46.134552505441,3.127636088068959,Japanese,21.177812292756105,1,59,308.136381379064
98,35.866596764686534,17.06179246807301,American,41.300005775211744,0,95,464.188658103816
34,37.72700845827699,0.93001172880131,Italian,45.4601010656761,0,49,221.86149136839936
27,12.0638322663484,12.393988803988314,American,25.94569976852256,1,22,158.0483244166868
91,36.79669858200157,11.239856949336136,American,44.51689574043956,1,12,382.712417879954
75,11.766617508404009,6.918408950033886,Italian,20.683000298253297,1,68,296.3168076513088
63,33.53055027879724,6.30379042194718,American,31.386436923020952,1,3,318.56968535701736
44,49.9741399826334,15.437154523632426,Italian,44.35045719354816,1,91,330.7138193126919
89,32.23226325748719,1.7284922152509297,Italian,23.03525370463161,1,77,330.39417513411223
70,28.928404723253337,4.735686186227708,American,48.16169060312343,0,71,349.2052774328116
50,22.5141942602235,14.648974636761796,American,14.875180071255343,1,8,307.84535305070165
42,14.820903151458577,10.966411674528484,Mexican,10.731002788940248,0,34,208.1580687783137
77,39.24094685833126,2.559764170671728,Mexican,46.16541410312762,0,20,398.5663824938782
42,17.703961111425215,17.642712285641203,Japanese,12.74594664591489,1,57,269.0819814233123
23,14.611280849891376,7.868956931271831,Japanese,49.67556783789967,0,17,131.16699903879922
30,26.870506389220505,16.557367506443455,American,48.055874479164245,0,96,391.972849892476
57,41.8136735183639,15.754260310554171,Italian,15.480836401452828,1,71,288.53222513178684
29,39.80258192480882,12.48850892943456,Japanese,31.503385027702635,1,80,165.63096037481083
17,12.195304585858995,9.88962262590186,American,17.396811898685772,1,42,99.80226740439464
16,28.20574740144625,19.59101680763514,Japanese,27.126206921204798,0,94,281.0757323318283
76,30.89738304284676,2.899301447596341,Italian,12.457005170393307,1,97,406.3648505326446
26,35.78186602503288,14.503114551022296,American,18.95698351186358,1,5,271.7212349829828
42,36.006694017729124,3.82381402929578,Italian,24.53091185595598,1,85,249.1364350325978
57,24.587889978292235,6.765262106646968,American,27.545900009842192,1,77,187.79778054293777
85,32.42708776014056,6.173974867463905,Japanese,49.09985032835573,0,66,346.2718971785027
68,29.242475353763457,18.94071975477446,Mexican,42.31462582735925,1,11,233.1435954114649
95,45.399934260931246,19.347123555765503,Japanese,39.49639777247785,0,99,522.7666362739147
31,31.210605305396008,3.660308884694543,Japanese,31.48165258967897,1,11,235.4213325206894
39,27.641286469926463,0.4407032059500837,Mexican,43.599910424173736,0,65,172.9336306600146
47,26.17941798727403,14.400160793262264,Mexican,23.572913426228443,0,1,321.76733444528
60,32.89711037733863,8.359798677409687,American,38.35596451093264,0,14,234.93359080600985
63,42.1590791760359,1.7768049017512877,American,49.75135901512688,1,22,230.3129583624437
17,31.5360596152315,13.675082111540853,Italian,22.585156357407957,0,28,201.3184206454021
36,36.46620700322166,10.902110565213992,Italian,36.9607013953587,1,80,246.5948798918678
36,39.514230676261,19.61033644002212,Japanese,43.7725945660953,1,95,291.8101924873208
30,30.806724395149278,4.548189917227578,Mexican,46.632303334026886,1,6,27.151135967130728
39,27.072682266194576,8.079557526530966,Italian,38.71730763760407,1,93,244.64901176339225
37,45.06661511449798,10.850916067908456,Japanese,21.34431693668545,1,27,285.24567458073466
73,26.700243361115685,15.833999769067033,Mexican,23.05128606275786,0,13,308.82839736118666
78,28.477714023023506,10.976773134401174,American,10.830321284958568,1,43,374.4070007628561
70,49.613652533671086,12.258003217238985,Japanese,40.43543910686039,0,29,300.34899033176987
57,10.009500943035384,4.522941031798816,American,11.709584242478057,0,80,244.5486957688682
28,17.418916383068897,16.938374561771198,Italian,44.58609418410983,0,31,159.6923291497161
13,25.35855559678903,8.572610939409515,Italian,14.746424578981552,0,69,210.80771869426215
44,47.30359637701012,2.8191925504353854,Mexican,16.87506048543697,0,87,252.1820120929691
73,12.80118822989884,13.283758290108349,Japanese,29.061058833289493,0,5,372.35588834354127
58,10.379417345139924,4.32180906370615,American,39.515216606749696,0,26,270.6884077198673
26,12.107353439089144,1.9512502047859948,Mexican,15.560088207963108,1,81,184.7136561283742
