Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
96,21.880115058195287,10.896955181690313,Italian,48.10067158738394,1,75,460.8298949661878
44,44.16839097846264,16.789218190015337,American,14.24502341963982,1,10,297.2885876718541
68,47.59279167707367,15.470777830691278,Japanese,35.09871595064291,1,6,369.8170710380682
87,21.76178716883886,11.156264510221398,Italian,42.49562896744604,0,98,278.6971706314964
27,33.20448918781872,8.882554263315033,Japanese,17.477257177657876,1,53,291.4428204783783
47,26.17941798727403,14.400160793262264,Mexican,23.572913426228443,0,1,321.76733444528
14,24.971870685591707,10.148927322394844,Japanese,11.8797000401247,1,9,72.0685054444144
72,33.908942610234575,14.81962500549157,American,44.74228112997843,1,22,371.2592926865013
61,43.11763548709968,12.66379252026928,Japanese,36.23613252393598,0,45,350.9120399867156
36,39.514230676261,19.61033644002212,Japanese,43.7725945660953,1,95,291.8101924873208
94,23.706139524836612,1.7640340757974138,Japanese,42.52251188856481,1,70,353.7325253357216
58,38.97141232505648,5.253512851973035,Mexican,42.865662791158215,0,11,296.2868416796187
98,35.811593501028675,17.639843394432717,American,48.23372588700655,0,54,491.21836073959946
46,36.06077867209059,18.213531588702796,Italian,14.76426143506865,1,48,344.61227064791734
33,24.873341169548983,8.428880831584948,Mexican,29.21177035165423,0,66,127.93655963925076
63,11.951343266926925,2.5965289790343515,American,30.69173928609013,0,18,83.06369090332899
71,35.329630996438425,7.5051980888533265,Japanese,18.708500519126066,0,60,284.21444757681473
71,27.07155621346997,6.338449546898898,Mexican,40.60775335017568,0,32,289.8920295583355
71,11.77506654132947,14.794606641710812,Japanese,32.575815213559586,0,19,288.90482530929967
26,44.72643216206188,6.28121589985464,Japanese,25.890858913618388,0,73,278.4208386366257
18,10.7347054776216,8.139438192685278,Japanese,12.292412400419472,0,86,34.49421058489672
68,42.872257756043474,18.60341930876849,Mexican,17.416354014962174,0,28,420.8392686398074
62,34.315775751770346,15.64969849127876,Mexican,26.650511227516294,1,89,380.1445806985004
54,25.641710522326974,7.894687076896563,American,38.446403501110645,1,16,192.8635996462096
79,23.434634285993404,13.567576457102836,Mexican,29.08800317671845,0,44,279.2886934046997
33,13.468208474487344,5.514397061911045,Mexican,40.92734005035033,0,20,181.3720250731189
51,33.21900026866699,18.85967633632085,Mexican,30.554661028530862,0,55,361.54363058139234
63,33.71851621035286,14.924145149636772,Italian,21.74139169834642,1,43,242.10514526117112
70,28.928404723253337,4.735686186227708,American,48.16169060312343,0,71,349.2052774328116
74,43.46259253169332,19.56794557601192,American,46.12992420380522,1,90,490.2307265806197
17,12.195304585858995,9.88962262590186,American,17.396811898685772,1,42,99.80226740439464
64,23.360355149809514,10.508698250913858,Japanese,14.459507513551277,1,27,314.1050309529588
44,47.30359637701012,2.8191925504353854,Mexican,16.87506048543697,0,87,252.1820120929691
51,20.89207418881198,19.30259484253993,Japanese,44.13316866235151,1,15,271.4703792176433
67,16.416004213202882,17.596438279033904,Mexican,23.71355859221803,0,18,276.66559382046785
18,35.01218640855791,5.691246035257951,Italian,45.73618916351949,1,12,45.38150683812383
10,31.105909205791438,1.0771641399605223,American,33.99871433044264,1,83,76.56291267264514
66,15.137948723727654,1.5415602390292138,Japanese,37.65664230052608,0,54,145.66546547447803
71,34.12789608707918,3.879077345355497,Japanese,33.9135994738274,1,87,299.63450755508694
68,16.669230399735326,3.977125555505918,Italian,14.187038821421334,1,66,345.2649163026754
72,48.05914238663965,8.869116727638083,Italian,44.54564209668624,0,23,395.1728991526186
97,14.569517036815874,0.0375976704982128,Mexican,34.48034119837821,0,94,300.35999034386543
72,45.7968576491136,16.407550148979468,American,37.55242014359949,0,24,376.3739539765264
65,18.24744658073705,8.322428561421846,Italian,44.78725293374651,1,24,340.03548898281934
53,26.25569233094088,16.302367689607358,American,22.28582592416846,0,8,366.700779257392
20,30.869201865448524,10.90762242436605,American,29.5247017373494,0,33,82.19211368118926
18,14.11925917325262,14.558943534614864,Japanese,41.40334628959028,0,87,209.8282253276592
84,39.43618452784009,10.773913346860782,American,13.526086325465778,0,37,347.21427814181857
96,35.35034254880709,16.96031770498803,American,20.181621716866445,0,86,496.6536867303593
48,14.364385270629988,11.860290007211953,American,44.62284880379058,0,75,276.0633234516547
89,42.75142573428375,0.5435003218168832,American,36.46815381925387,0,61,380.8633042910206
27,10.9209041915055,0.711417340710967,American,38.28061177090363,1,76,178.5729589841844
79,48.96658514512063,5.568788165008691,Japanese,44.90079807317449,0,96,358.89517041880595
59,17.38340518148132,16.438532718798594,Italian,11.882335178400757,0,33,375.325393129316
28,27.487735854289745,19.006255058611835,Japanese,20.38413134833914,0,1,237.5759043527661
86,45.89721639275537,9.767882601298792,Japanese,23.126402894144316,1,89,489.94986460401054
43,36.18772325725393,0.6109891418675995,American,38.61524068714621,1,56,81.08254004773067
12,13.613478423104317,13.718225420997276,Italian,36.43194118763641,0,36,96.37982086458084
84,20.547352105384658,7.469251922883469,American,28.960250637937804,1,91,267.63046979113506
15,12.524361323166008,2.219550491702962,American,30.55821786762832,0,76,109.82136969133128
22,40.40376313752389,16.490696161740644,Mexican,24.318447781310585,1,95,247.0698272520632
56,33.49814416936297,14.96383811957995,American,20.696611138884307,0,69,288.7082460773276
43,34.77991005630351,10.967640723913078,Japanese,17.314581070194897,0,51,323.61035988014254
61,43.886694454902965,12.042339707095593,Japanese,49.872367227244354,1,54,367.1711010995156
71,43.22618026260999,10.041004269768942,Mexican,47.354637713849954,1,25,359.898748952465
60,40.18541167440466,16.213718559725326,American,33.52374550421788,1,93,305.965599174819
75,37.528314634663815,2.941237011331768,American,11.495879616351893,1,38,405.4127558539702
20,16.620532697118954,12.329994537901667,Japanese,48.608385541829406,1,56,98.58966671968764
51,29.236153257959398,9.01194037966268,American,11.637357774973816,0,78,272.13631598082173
69,33.961174591093055,16.502643918574076,Mexican,12.695074860877028,1,71,424.50348022930746
69,31.304100776030484,13.73721995350058,Italian,26.52429590908577,0,57,412.9268001368629
78,17.725314583491723,2.126874525115492,American,33.15861281183217,1,93,240.514295186622
56,23.13524911540324,18.98224286178881,Italian,41.89577431631115,1,71,274.9351707338061
69,17.110655514049927,4.141898363531425,Japanese,44.64931481070681,0,55,312.21255166393405
67,27.261125725457703,12.37896386015443,Japanese,46.32060357499897,1,31,368.3336437007988
78,12.98777671031416,3.3816214071198503,Mexican,31.783817948429977,1,97,196.92833628427476
26,37.218265054373006,8.904922245695763,Mexican,47.14387526122553,0,52,193.27787997075723
71,16.433018763127603,1.6441412742356332,Japanese,41.560913781925365,1,24,157.69610694798826
54,43.84981168076197,8.253506521667934,American,25.73045940396861,0,85,185.98784071595392
56,14.132358284960628,7.908685359858287,Mexican,25.285316353039512,0,50,214.6059106851736
84,23.666980075876836,0.0576250333122918,Italian,22.919587327074737,0,23,333.0678659425963
69,30.90076766538093,15.879794327360122,Mexican,49.2317522165834,1,23,264.8550625001611
18,40.8752792239298,1.5283371887610286,American,41.62764407600672,1,83,155.95209505440224
99,44.72491253962124,17.54523525652359,Mexican,29.694492140785037,0,92,518.3270032091394
84,28.147745384211305,5.355533509766683,Mexican,14.32620058293427,1,68,390.9255975474857
49,34.339456506391656,7.702402398050001,Mexican,14.97687547407574,0,32,250.2667552589137
14,29.067819001646367,12.803966231192476,Japanese,16.33792148759624,0,96,151.67789277040683
21,10.09357562503113,1.1456050215524671,Mexican,19.305465535471,1,75,158.55987801545837
30,46.71009956685509,2.088082594961629,Mexican,47.43304533611291,1,65,255.7997732435808
95,15.741694481575712,19.41484307354496,Mexican,18.606224864962225,0,55,404.6011165527136
26,44.56864710696676,11.193768896758796,Mexican,28.01107241766363,1,22,291.878328603592
87,46.23564419151042,2.258632853720226,Italian,12.289467740672375,1,87,366.21539633237137
45,10.714475699132777,11.46698691270436,American,34.56532704750072,0,5,217.894580978216
25,25.06781447947195,13.105648193833163,American,44.905035419435855,0,96,40.07049394545835
11,24.21449807273584,2.6760747255897743,Italian,46.47838336798533,1,19,60.37322070984645
42,39.23317899483506,3.3667391183826045,American,19.4235291297871,1,37,311.62300579202935
21,47.77214539831319,16.52078103333144,Italian,11.074706161797412,0,45,336.39503974413486
48,42.857629120394655,17.082719953010084,Italian,15.454813098702632,1,61,196.0726971210684
10,45.16285920912527,12.27554837631398,Mexican,39.15479217953364,0,81,155.78443270741008
35,14.813550481399837,1.880722088685327,Italian,30.14754437312956,1,96,122.29851430956556
87,19.43624138380325,10.992320874378487,Japanese,22.7897278163078,1,73,251.20934481009704
44,26.94387449681932,17.787818322576886,Italian,38.59598136365255,0,75,328.27559632639725
41,19.431683758368397,7.987374967893819,Italian,20.608341479873165,0,37,111.16524045535948
12,37.62240929782563,0.8918981674592308,Mexican,42.60288402703228,1,38,73.04853700216181
27,12.0638322663484,12.393988803988314,American,25.94569976852256,1,22,158.0483244166868
26,49.56739639253436,7.438653358337297,Italian,20.436743186006723,0,7,238.46880105596628
95,20.35930606407255,11.050272295654503,Italian,26.059904422595054,0,27,294.5890404969666
78,17.179892936953337,15.263105825177789,American,32.14234130649432,1,95,434.8650083449583
84,40.361433821554,7.424141877799966,Italian,11.50790899659411,1,82,413.004618999386
31,38.55129819421304,10.5100924393728,American,26.496122418714645,0,57,218.4735501031867
81,43.0042932569064,15.125293157829052,Japanese,41.72252113482624,1,97,385.0488272603391
59,11.87781428591252,7.133419482835295,Italian,43.1660256113656,0,48,158.63420684227563
34,12.797264228377363,11.869715259518694,Japanese,20.86656765454622,0,85,177.74781290706107
28,16.967733463130145,8.084794592884183,Italian,47.75112445473477,0,61,116.90037068218416
47,20.02922642246391,4.717151982873742,Mexican,31.202498202069297,0,10,258.71532642062107
48,14.968798669122377,5.698160430619216,Mexican,40.97677978425213,1,76,263.3963600716311
11,30.244302193870038,15.246180640438771,Italian,38.61456460915559,0,71,114.0934273109965
23,13.81046031818505,7.684792402747627,American,39.737406958247774,1,47,131.82270910969277
68,48.10594552154868,15.73500670308874,American,13.708592432410796,0,3,462.10452936671
67,34.49031943524632,10.631989292088615,Italian,21.515187122787232,0,92,370.3349417672477
47,21.3541811443458,16.40025258238712,Japanese,30.68837710774117,0,15,286.00694499941267
10,45.05776303501175,16.79927960564365,Japanese,37.0657853927939,0,69,157.5936079745852
25,27.6809749513143,3.312566940565307,Mexican,31.493619873727248,0,61,177.4576775982106
17,20.10111128301677,0.1342078060811991,American,26.094922028898708,1,85,105.21238555986828
55,32.12005810367834,0.5933644612947964,Mexican,44.49958487593204,1,26,251.318759094162
37,33.83002912755827,16.475561802023304,American,19.46861223379479,1,92,210.37848675853152
72,29.06707313321473,2.352879763186504,Italian,36.310615330904,0,94,302.69675875317034
54,49.549151278217714,5.558041944977356,Mexican,49.46252456457642,0,5,264.63207904410905
91,31.593711156327736,15.65163879702676,Mexican,42.88912450308042,1,74,424.04176038968296
15,24.36604118664926,13.897647473519184,Japanese,43.92725993119789,0,16,156.63510393325117
34,37.20527724413806,6.8074149261152535,American,36.720130029720565,0,5,241.9126098799611
37,15.830262729790068,18.932888679870924,Italian,22.6486049025332,0,7,59.59001062552602
45,18.65296092146214,10.40381046503109,American,35.330528064376416,1,56,197.3275368899721
56,30.643160817744665,6.736810037222066,Italian,24.41576160216445,1,24,270.0704893438939
99,36.05468843952984,10.17158578895157,Japanese,36.50271670955141,1,59,363.2381374609206
42,18.80388856324388,1.9002339798460928,Mexican,15.889082976420678,1,19,194.472399372092
17,28.8073037078666,14.368584596374705,American,29.015434214219297,0,90,133.4754750650493
59,15.567920984701193,0.6284364302254586,Japanese,47.513031999402685,1,5,152.43837256861696
60,28.29728391094829,15.971865447655023,American,19.67352781661413,0,27,293.08744148758217
10,11.313866809737531,2.2791326942863432,Italian,16.075446893465212,1,24,-27.61027600806937
14,18.50723137364905,7.519857798826228,Japanese,18.263240648871232,1,29,83.55896435403635
22,44.57971521229394,19.76131133305548,Italian,31.7589244513987,0,78,222.718619811158
73,10.049273406657036,0.6529135509133721,Mexican,13.370574646234044,1,9,187.0222093983268
85,40.14795336202077,8.166126855189022,Japanese,21.969280172042424,0,26,437.7259276681585
14,49.65901340580193,4.195058953673627,Japanese,33.03143451097647,0,40,292.2978293894159
35,39.76998607373155,19.519816991975848,Italian,46.46903507651103,1,59,199.9911441530124
60,30.388969870067925,8.315950013749003,Mexican,20.67088254495696,0,98,267.6772311841093
91,19.095824835084507,17.978016480124708,American,18.37823078038044,0,3,391.80350089260094
55,13.667973404457204,7.119467475897054,American,10.575249439366118,1,74,140.1916724164133
84,29.384063480754588,11.361850246757346,Japanese,10.503856050871478,0,10,320.9757559023988
45,30.273537272819304,17.316403304447103,Mexican,33.98389040176216,1,4,184.9534427205249
75,47.695480764089325,17.395263533634214,Mexican,14.256470516113785,0,77,454.4659268161842
13,36.1305207694932,0.8111747508936284,Mexican,43.11905854009006,1,12,-28.920890063079995
14,33.731145932407145,17.64517112189695,American,36.91023944987696,0,72,223.4694811533048
63,18.82244499689293,1.8456958414651448,Italian,26.99814076249721,0,70,216.59695759848844
69,41.51159554857969,0.2085539879480613,Japanese,30.48858830708206,0,15,279.7553193574043
12,28.07794405196157,7.084724808895491,American,39.7894691131684,0,20,189.2388688837744
67,11.416894736741805,19.76831978824153,Italian,33.46047124149795,0,10,263.4638769606278
21,23.037018558082995,9.288664724510856,Japanese,15.621885119821716,0,48,139.52350880900096
30,31.459254059383788,17.191304632938916,Japanese,35.07873738114866,0,97,277.28291959528497
16,14.1166412297658,12.281626223694722,Italian,22.643107353730564,0,4,138.20320578294658
26,12.107353439089144,1.9512502047859948,Mexican,15.560088207963108,1,81,184.7136561283742
37,47.776389023090935,6.218578600151083,American,34.99918993504141,1,24,247.31375436047605
52,46.38098043791273,0.9224712867146768,Italian,27.15057164458734,1,91,274.1840667362171
66,23.74241899102816,8.048932748673378,American,12.228273444609808,1,52,283.8639331650151
92,23.160697512586488,5.9345528220818,Italian,28.303013290017272,1,13,316.40206596437946
26,35.962986351775726,19.392154536961907,Mexican,15.242345232171616,1,15,298.4217332764146
98,28.62800489275253,17.91629194743764,American,25.43758043747709,0,13,365.4749115635007
99,47.20361402038954,2.258864168223471,Japanese,33.26256817751955,0,77,394.4393475604745
71,38.15784540554038,0.2206322852493158,Japanese,26.07172540437698,1,54,243.0342553069918
76,23.05734306013172,0.0763426824869428,American,22.561752276737295,0,72,264.10274059727755
25,31.75115631989597,15.191648202292637,American,18.282283335321317,0,38,174.66296966922818
24,40.904909097975306,8.028912618263872,Italian,18.52568477255747,1,90,228.860750376665
26,35.60672895312664,17.914534518523457,Mexican,14.150253741434256,0,4,239.9446093438704
36,38.21542376448814,16.834467234893523,Mexican,47.76835353384431,0,19,333.6194123017336
36,35.71702254457013,16.653609386940865,Italian,35.44189369356506,0,96,281.13994170337656
31,44.08774133388031,6.393336648810895,Mexican,47.31826502112909,1,82,234.3481645797796
13,10.80105423703298,2.592013023908839,Italian,19.76590242027629,0,65,145.09911739074997
15,25.20298035748821,17.440966768940154,Japanese,48.93043532121967,0,12,154.85071627529058
15,34.25483777733503,18.976919116622607,Mexican,22.386754816051702,0,36,188.1066822747658
42,31.5962335800885,3.347194662772559,Mexican,27.71317481537297,1,57,249.33906449851003
96,45.89744592184815,10.141022077308822,American,32.474551592380735,0,91,353.85197560295217
20,47.30922961905019,4.837777671082919,American,25.816730809695123,0,42,33.865728057231
21,45.1156463616531,10.98644958806348,American,13.099318951695436,1,52,191.05706211382065
16,24.061606445368756,14.120380153280491,American,12.920143715985091,0,13,116.0112279845307
39,28.583943865432406,18.96216640342885,Italian,38.17341263828722,1,38,302.7671014149516
33,25.931495359025423,2.2387185404306065,American,30.09862599051062,0,78,143.3425136598049
97,31.59124247658532,7.741575206712616,Italian,15.22018238549759,1,44,292.7543309473953
28,17.418916383068897,16.938374561771198,Italian,44.58609418410983,0,31,159.6923291497161
32,35.20834993316576,10.258048322943951,Mexican,30.31794767625633,0,17,281.3999747538361
26,39.28738313836249,14.710112129750753,American,44.76699429612349,0,62,224.9284041997824
86,46.42496014161216,14.990909689377766,American,33.11311886045743,1,0,340.6267177870352
78,24.59192876578118,6.836074109843651,Italian,24.34645452105837,1,10,286.838931339945
42,19.161015636991856,13.61949654476489,Mexican,22.761802973289598,1,24,308.19802795312177
75,49.29322060320327,6.8732638521820615,American,18.82035148546592,0,77,406.0549437042709
81,23.23557451956688,12.914810201912246,Mexican,17.67821755982903,1,68,283.43912558945283
35,27.708678671181083,10.525569206764054,American,37.18819114307336,0,64,166.45325535712567
94,10.133854481719167,6.795549431237702,Japanese,30.14833548336283,0,17,254.6415017291712
10,48.4526115273963,14.793426014535276,American,13.238149444627524,0,21,260.86612417598553
85,32.83618007376657,5.379178916529421,Italian,29.29096000326174,1,30,383.554871276089
99,40.79778801006716,16.841488747971585,Italian,47.23994478850336,1,69,393.02925322133774
90,18.72092429976346,2.082747158405749,Italian,15.29151790604153,1,24,284.7478321111949
34,41.71824378422527,10.599830458528372,Italian,32.58559431584808,0,63,223.22750640925375
98,18.2231923350255,13.347007960928568,American,11.611557829381685,0,54,432.7392218358725
